"model","model_title","routing","seed","average_loads","flow_peak_rate","accepted_rate","avg_packet_latency","xy_packets","racke_packets","xy_fraction","log_path"
"linear_scale","Linear Scaling on Fixed Permutation Matrix","hybrid_xy_racke","2201","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.597753","528.614","136872","311616","0.305185","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\linear_scale_hybrid_xy_racke_s2201.log"
"linear_scale","Linear Scaling on Fixed Permutation Matrix","hybrid_xy_racke","2202","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.594457","646.797","139933","306053","0.313761","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\linear_scale_hybrid_xy_racke_s2202.log"
"linear_scale","Linear Scaling on Fixed Permutation Matrix","hybrid_xy_racke","2203","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.597201","645.742","136335","311096","0.304706","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\linear_scale_hybrid_xy_racke_s2203.log"
"linear_scale","Linear Scaling on Fixed Permutation Matrix","hybrid_xy_racke","2204","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.598378","475.687","132513","306671","0.301725","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\linear_scale_hybrid_xy_racke_s2204.log"
"linear_scale","Linear Scaling on Fixed Permutation Matrix","hybrid_xy_racke","2205","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.58881","797.811","163802","346300","0.321116","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\linear_scale_hybrid_xy_racke_s2205.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","dim_order","2201","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.533211","4388.39","","","","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_dim_order_s2201.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","dim_order","2202","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.533079","4384.21","","","","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_dim_order_s2202.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","dim_order","2203","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.533702","4392.11","","","","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_dim_order_s2203.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","dim_order","2204","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.532989","4391.16","","","","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_dim_order_s2204.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","dim_order","2205","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.532724","4421.37","","","","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_dim_order_s2205.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","racke_tree","2201","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.531331","16.344","","","","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_racke_tree_s2201.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","racke_tree","2202","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.531612","16.3742","","","","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_racke_tree_s2202.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","racke_tree","2203","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.532331","16.3792","","","","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_racke_tree_s2203.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","racke_tree","2204","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.532203","16.404","","","","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_racke_tree_s2204.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","racke_tree","2205","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.532026","16.3799","","","","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_racke_tree_s2205.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","hybrid_xy_racke","2201","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.595674","638.692","138957","306308","0.312077","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_hybrid_xy_racke_s2201.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","hybrid_xy_racke","2202","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.589637","862.996","146655","315021","0.317658","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_hybrid_xy_racke_s2202.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","hybrid_xy_racke","2203","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.588526","929.422","134584","329255","0.290152","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_hybrid_xy_racke_s2203.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","hybrid_xy_racke","2204","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.589198","846.161","134297","305875","0.305101","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_hybrid_xy_racke_s2204.log"
"ordered_fill","Ordered Fill on Fixed Permutation Matrix","hybrid_xy_racke","2205","0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.8,0.8","0.8","0.595218","726.957","135065","323134","0.294774","D:\noc_huawei\noc\booksim2-noc_speedup_study\booksim2-noc_speedup_study\tests\data\results\fixed_perm_growth_models_perm_4_3_6_1_8_7_2_5_0_peak_0p8_current_defaults\logs\ordered_fill_hybrid_xy_racke_s2205.log"
